file_path,detected_name,unicode_sequence,codepoints_hex,status,method
all/Rocket.svg,Rocket,🚀,1F680,mapped,lookup
all/Person Light Skin Tone.svg,Person Light Skin Tone,🧑🏻,1F9D1-1F3FB,mapped,auto-cldr-exact
all/Mx Claus Dark Skin Tone.svg,Mx Claus Dark Skin Tone,🧑🏿‍🎄,1F9D1-1F3FF-200D-1F384,mapped,auto-cldr-exact
all/Hand With Fingers Splayed Dark Skin Tone.svg,Hand With Fingers Splayed Dark Skin Tone,🖐🏿,1F590-1F3FF,mapped,auto-cldr-exact
all/Fairy Medium Light Skin Tone.svg,Fairy Medium Light Skin Tone,🧚🏼,1F9DA-1F3FC,mapped,lookup+tone
all/Hindu Temple.svg,Hindu Temple,🛕,1F6D5,mapped,lookup
all/Men Holding Hands Medium Light Skin Tone Light Skin Tone.svg,Men Holding Hands Medium Light Skin Tone Light Skin Tone,👨🏼‍🤝‍👨🏻,1F468-1F3FC-200D-1F91D-200D-1F468-1F3FB,mapped,translation-pass
all/Couple With Heart Person Person Medium Dark Skin Tone Light Skin Tone.svg,Couple With Heart Person Person Medium Dark Skin Tone Light Skin Tone,🧑🏾‍❤️‍🧑🏻,1F9D1-1F3FE-200D-2764-FE0F-200D-1F9D1-1F3FB,mapped,lookup+tone|fq-correction
all/Scientist Medium Skin Tone.svg,Scientist Medium Skin Tone,🧑🏽‍🔬,1F9D1-1F3FD-200D-1F52C,mapped,profession|fq-correction
all/Woman Technologist Light Skin Tone.svg,Woman Technologist Light Skin Tone,👩🏻‍💻,1F469-1F3FB-200D-1F4BB,mapped,translation-pass
all/People Holding Hands Medium Light Skin Tone Light Skin Tone.svg,People Holding Hands Medium Light Skin Tone Light Skin Tone,🧑🏼‍🤝‍🧑🏻,1F9D1-1F3FC-200D-1F91D-200D-1F9D1-1F3FB,mapped,translation-pass
all/Flag Kuwait.svg,Flag Kuwait,🇰🇼,1F1F0-1F1FC,mapped,flag
all/Woman Supervillain.svg,Woman Supervillain,🦹‍♀️,1F9B9-200D-2640-FE0F,mapped,lookup++gender
all/Man Office Worker Medium Skin Tone.svg,Man Office Worker Medium Skin Tone,👨🏽‍💼,1F468-1F3FD-200D-1F4BC,mapped,profession|fq-correction
all/Couple With Heart Man Person Light Skin Tone No Skin Tone.svg,Couple With Heart Man Person Light Skin Tone No Skin Tone,👨🏻‍❤️‍🧑,1F468-1F3FB-200D-2764-FE0F-200D-1F9D1,mapped,special: couple-with-heart (MAN PERSON)
all/Older Person Light Skin Tone.svg,Older Person Light Skin Tone,🧓🏻,1F9D3-1F3FB,mapped,auto-cldr-exact
all/Flag Luxembourg.svg,Flag Luxembourg,🇱🇺,1F1F1-1F1FA,mapped,flag
all/Couple With Heart Person Woman Medium Light Skin Tone Dark Skin Tone.svg,Couple With Heart Person Woman Medium Light Skin Tone Dark Skin Tone,🧑🏼‍❤️‍👩🏿,1F9D1-1F3FC-200D-2764-FE0F-200D-1F469-1F3FF,mapped,special: couple-with-heart (PERSON WOMAN)
all/Men Holding Hands Dark Skin Tone Light Skin Tone.svg,Men Holding Hands Dark Skin Tone Light Skin Tone,👨🏿‍🤝‍👨🏻,1F468-1F3FF-200D-1F91D-200D-1F468-1F3FB,mapped,translation-pass|fq-correction
all/Raised Fist Light Skin Tone.svg,Raised Fist Light Skin Tone,✊🏻,270A-1F3FB,mapped,lookup+tone
all/Triangular Flag.svg,Triangular Flag,🚩,1F6A9,mapped,flag-special
all/Grinning Squinting Face.svg,Grinning Squinting Face,😆,1F606,mapped,auto-cldr-exact
all/Deaf Woman Light Skin Tone.svg,Deaf Woman Light Skin Tone,🧏🏻‍♀️,1F9CF-1F3FB-200D-2640-FE0F,mapped,auto-cldr-exact
all/Couple With Heart Person Man Medium Dark Skin Tone Dark Skin Tone.svg,Couple With Heart Person Man Medium Dark Skin Tone Dark Skin Tone,🧑🏾‍❤️‍👨🏿,1F9D1-1F3FE-200D-2764-FE0F-200D-1F468-1F3FF,mapped,special: couple-with-heart (PERSON MAN)
all/Woman Pouting Medium Light Skin Tone.svg,Woman Pouting Medium Light Skin Tone,🙎🏼‍♀️,1F64E-1F3FC-200D-2640-FE0F,mapped,auto-cldr-exact
all/Man Cook Medium Light Skin Tone.svg,Man Cook Medium Light Skin Tone,👨🏼‍🍳,1F468-1F3FC-200D-1F373,mapped,translation-pass
all/Couple With Heart Person Man No Skin Tone Medium Skin Tone.svg,Couple With Heart Person Man No Skin Tone Medium Skin Tone,🧑🏽‍❤️‍👨,1F9D1-1F3FD-200D-2764-FE0F-200D-1F468,mapped,special: couple-with-heart (PERSON MAN)
all/Writing Hand.svg,Writing Hand,✍️,270D-FE0F,mapped,lookup|fq-correction
all/Woman Student Light Skin Tone.svg,Woman Student Light Skin Tone,👩🏻‍🎓,1F469-1F3FB-200D-1F393,mapped,profession|fq-correction
all/Man Factory Worker Light Skin Tone.svg,Man Factory Worker Light Skin Tone,👨🏻‍🏭,1F468-1F3FB-200D-1F3ED,mapped,translation-pass
all/Woman Tipping Hand.svg,Woman Tipping Hand,💁‍♀️,1F481-200D-2640-FE0F,mapped,auto-cldr-exact
all/Person Beard Light Skin Tone.svg,Person Beard Light Skin Tone,🧔🏻,1F9D4-1F3FB,mapped,translation-pass
all/People Holding Hands Light Skin Tone Medium Dark Skin Tone.svg,People Holding Hands Light Skin Tone Medium Dark Skin Tone,🧑🏻‍🤝‍🧑🏾,1F9D1-1F3FB-200D-1F91D-200D-1F9D1-1F3FE,mapped,translation-pass|fq-correction
all/Coat.svg,Coat,🧥,1F9E5,mapped,lookup
all/Kiss Man Person Medium Skin Tone No Skin Tone.svg,Kiss Man Person Medium Skin Tone No Skin Tone,👨🏽‍❤️‍💋‍🧑,1F468-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F9D1,mapped,special: kiss (MAN PERSON)
all/Elevator.svg,Elevator,🛗,1F6D7,mapped,lookup
all/Man Mountain Biking Dark Skin Tone.svg,Man Mountain Biking Dark Skin Tone,🚵🏿‍♂️,1F6B5-1F3FF-200D-2642-FE0F,mapped,activity-person|fq-correction
all/Eight Thirty.svg,Eight Thirty,🕣,1F563,mapped,numbers
all/Princess.svg,Princess,👸,1F478,mapped,lookup
all/Statue Of Liberty.svg,Statue Of Liberty,🗽,1F5FD,mapped,lookup
all/Mx Claus.svg,Mx Claus,🧑‍🎄,1F9D1-200D-1F384,mapped,auto-cldr-exact
all/Flag Bangladesh.svg,Flag Bangladesh,🇧🇩,1F1E7-1F1E9,mapped,flag
all/Kiss.svg,Kiss,💏,1F48F,mapped,lookup
all/Women Holding Hands Dark Skin Tone Medium Dark Skin Tone.svg,Women Holding Hands Dark Skin Tone Medium Dark Skin Tone,👩🏿‍🤝‍👩🏾,1F469-1F3FF-200D-1F91D-200D-1F469-1F3FE,mapped,translation-pass|fq-correction
all/Woman Raising Hand Dark Skin Tone.svg,Woman Raising Hand Dark Skin Tone,🙋🏿‍♀️,1F64B-1F3FF-200D-2640-FE0F,mapped,auto-cldr-exact
all/Cancer.svg,Cancer,♋,264B,mapped,lookup
all/Couple With Heart Woman No Skin Tone Woman Light Skin Tone.svg,Couple With Heart Woman No Skin Tone Woman Light Skin Tone,👩🏻‍❤️‍👩,1F469-1F3FB-200D-2764-FE0F-200D-1F469,mapped,special: couple-with-heart (WOMAN WOMAN)
all/Person Light Skin Tone Curly Hair.svg,Person Light Skin Tone Curly Hair,🧑🏻‍🦱,1F9D1-1F3FB-200D-1F9B1,mapped,hair-attr
all/Woman Shrugging Medium Dark Skin Tone.svg,Woman Shrugging Medium Dark Skin Tone,🤷🏾‍♀️,1F937-1F3FE-200D-2640-FE0F,mapped,auto-cldr-exact
all/Water Wave.svg,Water Wave,🌊,1F30A,mapped,lookup
all/Baggage Claim.svg,Baggage Claim,🛄,1F6C4,mapped,lookup
all/Flag Ireland.svg,Flag Ireland,🇮🇪,1F1EE-1F1EA,mapped,flag
all/Men Holding Hands Light Skin Tone.svg,Men Holding Hands Light Skin Tone,👬🏻,1F46C-1F3FB,mapped,translation-pass|fq-correction
all/Couple With Heart Man Light Skin Tone Woman Medium Dark Skin Tone.svg,Couple With Heart Man Light Skin Tone Woman Medium Dark Skin Tone,👨🏾‍❤️‍👩🏻,1F468-1F3FE-200D-2764-FE0F-200D-1F469-1F3FB,mapped,special: couple-with-heart (MAN WOMAN)
all/Person Biking Medium Skin Tone.svg,Person Biking Medium Skin Tone,🚴🏽,1F6B4-1F3FD,mapped,activity-person
all/Couple With Heart Man Man Dark Skin Tone Light Skin Tone.svg,Couple With Heart Man Man Dark Skin Tone Light Skin Tone,👨🏿‍❤️‍👨🏻,1F468-1F3FF-200D-2764-FE0F-200D-1F468-1F3FB,mapped,lookup+tone+gender|fq-correction
all/Ear Light Skin Tone.svg,Ear Light Skin Tone,👂🏻,1F442-1F3FB,mapped,lookup+tone
all/Man In Motorized Wheelchair Medium Skin Tone.svg,Man In Motorized Wheelchair Medium Skin Tone,👨🏽‍🦼,1F468-1F3FD-200D-1F9BC,mapped,auto-cldr-exact
all/Couple With Heart Person Man Medium Light Skin Tone Light Skin Tone.svg,Couple With Heart Person Man Medium Light Skin Tone Light Skin Tone,🧑🏼‍❤️‍👨🏻,1F9D1-1F3FC-200D-2764-FE0F-200D-1F468-1F3FB,mapped,special: couple-with-heart (PERSON MAN)
all/Ear.svg,Ear,👂,1F442,mapped,lookup
all/Man In Steamy Rm Medium Light Skin Tone.svg,Man In Steamy Rm Medium Light Skin Tone,🧖🏼‍♂️,1F9D6-1F3FC-200D-2642-FE0F,mapped,auto-cldr-exact
all/Ear With Hearing Aid Medium Light Skin Tone.svg,Ear With Hearing Aid Medium Light Skin Tone,🦻🏼,1F9BB-1F3FC,mapped,lookup+tone
all/Person Playing Water Polo Dark Skin Tone.svg,Person Playing Water Polo Dark Skin Tone,🤽🏿,1F93D-1F3FF,mapped,auto-cldr-exact
all/Office Worker Medium Light Skin Tone.svg,Office Worker Medium Light Skin Tone,🧑🏼‍💼,1F9D1-1F3FC-200D-1F4BC,mapped,profession|fq-correction
all/Kiss Man Medium Dark Skin Tone Woman Dark Skin Tone.svg,Kiss Man Medium Dark Skin Tone Woman Dark Skin Tone,👨🏾‍❤️‍💋‍👩🏿,1F468-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FF,mapped,special: kiss (MAN WOMAN)
all/Flag Finland.svg,Flag Finland,🇫🇮,1F1EB-1F1EE,mapped,flag
all/Medium Dark Skin Tone.svg,Medium Dark Skin Tone,,,excluded,emoji_component_excluded
all/Kiss Woman Person Dark Skin Tone Medium Light Skin Tone.svg,Kiss Woman Person Dark Skin Tone Medium Light Skin Tone,👩🏼‍❤️‍💋‍🧑🏿,1F469-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FF,mapped,special: kiss (WOMAN PERSON)
all/Horse Racing.svg,Horse Racing,🏇,1F3C7,mapped,lookup
all/Top Hat.svg,Top Hat,🎩,1F3A9,mapped,lookup
all/Man Cook Medium Dark Skin Tone.svg,Man Cook Medium Dark Skin Tone,👨🏾‍🍳,1F468-1F3FE-200D-1F373,mapped,translation-pass
all/Water Buffalo.svg,Water Buffalo,🐃,1F403,mapped,lookup
all/Postal Horn.svg,Postal Horn,📯,1F4EF,mapped,lookup
all/Ten Oclock.svg,Ten O'Clock,🕙,1F559,mapped,numbers
all/Folded Hands Medium Light Skin Tone.svg,Folded Hands Medium Light Skin Tone,🙏🏼,1F64F-1F3FC,mapped,auto-cldr-exact
all/Kiss Woman Man Light Skin Tone.svg,Kiss Woman Man Light Skin Tone,👩🏻‍❤️‍💋‍👨🏻,1F469-1F3FB-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FB,mapped,special: kiss (WOMAN MAN)|fq-correction
all/Man Blond Hair.svg,Man Blond Hair,👱‍♂️,1F471-200D-2642-FE0F,mapped,auto-cldr-exact
all/Woman Artist.svg,Woman Artist,👩‍🎨,1F469-200D-1F3A8,mapped,profession|fq-correction
all/Hugging Face.svg,Hugging Face,🤗,1F917,mapped,lookup
all/Olive.svg,Olive,🫒,1FAD2,mapped,lookup
all/Woman Singer Light Skin Tone.svg,Woman Singer Light Skin Tone,👩🏻‍🎤,1F469-1F3FB-200D-1F3A4,mapped,profession|fq-correction
all/Flag Tuvalu.svg,Flag Tuvalu,🇹🇻,1F1F9-1F1FB,mapped,flag
all/Pinched Fingers Medium Dark Skin Tone.svg,Pinched Fingers Medium Dark Skin Tone,🤌🏾,1F90C-1F3FE,mapped,lookup+tone
all/Couple With Heart Woman Person No Skin Tone Light Skin Tone.svg,Couple With Heart Woman Person No Skin Tone Light Skin Tone,👩🏻‍❤️‍🧑,1F469-1F3FB-200D-2764-FE0F-200D-1F9D1,mapped,special: couple-with-heart (WOMAN PERSON)
all/Flag Sudan.svg,Flag Sudan,🇸🇩,1F1F8-1F1E9,mapped,flag
all/Mermaid Medium Dark Skin Tone.svg,Mermaid Medium Dark Skin Tone,🧜🏾‍♀️,1F9DC-1F3FE-200D-2640-FE0F,mapped,auto-cldr-exact
all/Kiss Person Man No Skin Tone Dark Skin Tone.svg,Kiss Person Man No Skin Tone Dark Skin Tone,🧑🏿‍❤️‍💋‍👨,1F9D1-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F468,mapped,special: kiss (PERSON MAN)
all/Woman Farmer Dark Skin Tone.svg,Woman Farmer Dark Skin Tone,👩🏿‍🌾,1F469-1F3FF-200D-1F33E,mapped,profession|fq-correction
all/Couple With Heart Man Man Light Skin Tone Medium Dark Skin Tone.svg,Couple With Heart Man Man Light Skin Tone Medium Dark Skin Tone,👨🏻‍❤️‍👨🏾,1F468-1F3FB-200D-2764-FE0F-200D-1F468-1F3FE,mapped,lookup+tone+gender|fq-correction
all/Kiss Person Woman Medium Dark Skin Tone.svg,Kiss Person Woman Medium Dark Skin Tone,🧑🏾‍❤️‍💋‍👩,1F9D1-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F469,mapped,special: kiss (PERSON WOMAN)
all/Cat.svg,Cat,🐈,1F408,mapped,lookup
all/Sloth.svg,Sloth,🦥,1F9A5,mapped,lookup
all/Left Facing Fist Dark Skin Tone.svg,Left Facing Fist Dark Skin Tone,🤛🏿,1F91B-1F3FF,mapped,gesture
all/Comet.svg,Comet,☄️,2604-FE0F,mapped,lookup|fq-correction
all/Flying Disc.svg,Flying Disc,🥏,1F94F,mapped,lookup
all/Flag Trinidad Tobago.svg,Flag Trinidad Tobago,🇹🇹,1F1F9-1F1F9,mapped,flag
all/Flag Canary Islands.svg,Flag Canary Islands,🇮🇨,1F1EE-1F1E8,mapped,auto-cldr-exact
all/Couple With Heart Man Medium Skin Tone Woman Medium Dark Skin.svg,Couple With Heart Man Medium Skin Tone Woman Medium Dark Skin,👨🏽‍❤️‍👩,1F468-1F3FD-200D-2764-FE0F-200D-1F469,mapped,special: couple-with-heart (MAN WOMAN)
all/Santa Claus Light Skin Tone.svg,Santa Claus Light Skin Tone,🎅🏻,1F385-1F3FB,mapped,auto-cldr-exact
all/Woman Factory Worker Medium Light Skin Tone.svg,Woman Factory Worker Medium Light Skin Tone,👩🏼‍🏭,1F469-1F3FC-200D-1F3ED,mapped,translation-pass
all/Pushpin.svg,Pushpin,📌,1F4CC,mapped,lookup
all/Man In Manual Wheelchair Medium Light Skin Tone.svg,Man In Manual Wheelchair Medium Light Skin Tone,👨🏼‍🦽,1F468-1F3FC-200D-1F9BD,mapped,auto-cldr-exact
all/Flag Lithuania.svg,Flag Lithuania,🇱🇹,1F1F1-1F1F9,mapped,flag
all/Mermaid Medium Skin Tone.svg,Mermaid Medium Skin Tone,🧜🏽‍♀️,1F9DC-1F3FD-200D-2640-FE0F,mapped,auto-cldr-exact
all/Flag Scotland.svg,Flag Scotland,🏴󠁧󠁢󠁳󠁣󠁴󠁿,1F3F4-E0067-E0062-E0073-E0063-E0074-E007F,mapped,flag
all/Ring.svg,Ring,💍,1F48D,mapped,lookup
all/Flag Vietnam.svg,Flag Vietnam,🇻🇳,1F1FB-1F1F3,mapped,flag
all/Optical Disk.svg,Optical Disk,💿,1F4BF,mapped,auto-cldr-exact
all/Black Medium Small Square.svg,Black Medium Small Square,◾,25FE,mapped,lookup
all/Peanuts.svg,Peanuts,🥜,1F95C,mapped,lookup
all/Person Getting Massage Medium Skin Tone.svg,Person Getting Massage Medium Skin Tone,💆🏽,1F486-1F3FD,mapped,auto-cldr-exact
all/Man In Lotus Position Dark Skin Tone.svg,Man In Lotus Position Dark Skin Tone,🧘🏿‍♂️,1F9D8-1F3FF-200D-2642-FE0F,mapped,activity-person
all/Couple With Heart Woman Man Medium Light Skin Tone Light Skin Tone.svg,Couple With Heart Woman Man Medium Light Skin Tone Light Skin Tone,👩🏼‍❤️‍👨🏻,1F469-1F3FC-200D-2764-FE0F-200D-1F468-1F3FB,mapped,special: couple-with-heart (WOMAN MAN)
all/Blue Book.svg,Blue Book,📘,1F4D8,mapped,lookup
all/Flag Indonesia.svg,Flag Indonesia,🇮🇩,1F1EE-1F1E9,mapped,flag
all/Man Lifting Weights Medium Light Skin Tone.svg,Man Lifting Weights Medium Light Skin Tone,🏋🏼‍♂️,1F3CB-1F3FC-200D-2642-FE0F,mapped,activity-person
all/Couple With Heart Man Medium Light Skin Tone Woman No Skin Tone.svg,Couple With Heart Man Medium Light Skin Tone Woman No Skin Tone,👨🏼‍❤️‍👩,1F468-1F3FC-200D-2764-FE0F-200D-1F469,mapped,special: couple-with-heart (MAN WOMAN)
all/Ear With Hearing Aid Light Skin Tone.svg,Ear With Hearing Aid Light Skin Tone,🦻🏻,1F9BB-1F3FB,mapped,lookup+tone
all/Leafy Green.svg,Leafy Green,🥬,1F96C,mapped,lookup
all/Teacher Medium Skin Tone.svg,Teacher Medium Skin Tone,🧑🏽‍🏫,1F9D1-1F3FD-200D-1F3EB,mapped,profession|fq-correction
all/Waving Hand Medium Light Skin Tone.svg,Waving Hand Medium Light Skin Tone,👋🏼,1F44B-1F3FC,mapped,gesture|fq-correction
all/Flag Ascension Island-2.svg,Flag Ascension Island-2,🇦🇨,1F1E6-1F1E8,mapped,flag
all/Maple Leaf.svg,Maple Leaf,🍁,1F341,mapped,lookup
all/Backhand Index Pointing Down Light Skin Tone.svg,Backhand Index Pointing Down Light Skin Tone,👇🏻,1F447-1F3FB,mapped,gesture
all/Middle Finger Light Skin Tone.svg,Middle Finger Light Skin Tone,🖕🏻,1F595-1F3FB,mapped,auto-cldr-exact
all/Person Dark Skin Tone Red Hair.svg,Person Dark Skin Tone Red Hair,🧑🏿‍🦰,1F9D1-1F3FF-200D-1F9B0,mapped,hair-attr
all/Double Curly Loop.svg,Double Curly Loop,➿,27BF,mapped,lookup
all/Family Woman Girl Boy.svg,Family Woman Girl Boy,👩‍👧‍👦,1F469-200D-1F467-200D-1F466,mapped,special: family (WOMAN GIRL BOY)
all/Women Holding Hands Dark Skin Tone Medium Light Skin Tone.svg,Women Holding Hands Dark Skin Tone Medium Light Skin Tone,👩🏿‍🤝‍👩🏼,1F469-1F3FF-200D-1F91D-200D-1F469-1F3FC,mapped,translation-pass|fq-correction
all/Sign Of The Horns Dark Skin Tone.svg,Sign Of The Horns Dark Skin Tone,🤘🏿,1F918-1F3FF,mapped,lookup+tone
all/Blue Heart.svg,Blue Heart,💙,1F499,mapped,lookup
all/Flag Cambodia.svg,Flag Cambodia,🇰🇭,1F1F0-1F1ED,mapped,flag
all/Mx Claus Light Skin Tone.svg,Mx Claus Light Skin Tone,🧑🏻‍🎄,1F9D1-1F3FB-200D-1F384,mapped,auto-cldr-exact
all/Woman Bowing Dark Skin Tone.svg,Woman Bowing Dark Skin Tone,🙇🏿‍♀️,1F647-1F3FF-200D-2640-FE0F,mapped,auto-cldr-exact
all/Man Tipping Hand Medium Light Skin Tone.svg,Man Tipping Hand Medium Light Skin Tone,💁🏼‍♂️,1F481-1F3FC-200D-2642-FE0F,mapped,auto-cldr-exact
all/Couple With Heart Woman Man Medium Skin Tone.svg,Couple With Heart Woman Man Medium Skin Tone,👩🏽‍❤️‍👨🏽,1F469-1F3FD-200D-2764-FE0F-200D-1F468-1F3FD,mapped,special: couple-with-heart (WOMAN MAN)|fq-correction
all/Up Arrow.svg,Up Arrow,⬆️,2B06-FE0F,mapped,arrows-shapes-transport|fq-correction
all/Pig Face.svg,Pig Face,🐷,1F437,mapped,lookup
all/Nesting Dolls.svg,Nesting Dolls,🪆,1FA86,mapped,lookup
all/Flag Uruguay.svg,Flag Uruguay,🇺🇾,1F1FA-1F1FE,mapped,flag
all/Non Potable Water.svg,Non Potable Water,🚱,1F6B1,mapped,2-3-4
all/Person Facepalming Medium Light Skin Tone.svg,Person Facepalming Medium Light Skin Tone,🤦🏼,1F926-1F3FC,mapped,lookup+tone
all/Medium Skin Tone.svg,Medium Skin Tone,,,excluded,emoji_component_excluded
all/Woman Astronaut Medium Skin Tone.svg,Woman Astronaut Medium Skin Tone,👩🏽‍🚀,1F469-1F3FD-200D-1F680,mapped,profession|fq-correction
all/Kiss Man Person Medium Skin Tone Dark Skin Tone.svg,Kiss Man Person Medium Skin Tone Dark Skin Tone,👨🏽‍❤️‍💋‍🧑🏿,1F468-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FF,mapped,special: kiss (MAN PERSON)
all/Couple With Heart Person Person Light Skin Tone Medium Skin Tone.svg,Couple With Heart Person Person Light Skin Tone Medium Skin Tone,🧑🏻‍❤️‍🧑🏽,1F9D1-1F3FB-200D-2764-FE0F-200D-1F9D1-1F3FD,mapped,lookup+tone|fq-correction
all/Flag Ceuta Melilla.svg,Flag Ceuta Melilla,,,excluded,non-rgi_flag_excluded
all/Man Biking Medium Light Skin Tone.svg,Man Biking Medium Light Skin Tone,🚴🏼‍♂️,1F6B4-1F3FC-200D-2642-FE0F,mapped,activity-person
all/Person Bowing Medium Skin Tone.svg,Person Bowing Medium Skin Tone,🙇🏽,1F647-1F3FD,mapped,auto-cldr-exact
all/Kiss Woman No Skin Tone Woman Medium Skin Tone.svg,Kiss Woman No Skin Tone Woman Medium Skin Tone,👩🏽‍❤️‍💋‍👩,1F469-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F469,mapped,special: kiss (WOMAN WOMAN)
all/Flag Djibouti.svg,Flag Djibouti,🇩🇯,1F1E9-1F1EF,mapped,flag
all/Airplane.svg,Airplane,✈️,2708-FE0F,mapped,lookup|fq-correction
all/Oncoming Automobile.svg,Oncoming Automobile,🚘,1F698,mapped,lookup
all/Clapping Hands Light Skin Tone.svg,Clapping Hands Light Skin Tone,👏🏻,1F44F-1F3FB,mapped,gesture
all/Mage Light Skin Tone.svg,Mage Light Skin Tone,🧙🏻,1F9D9-1F3FB,mapped,lookup+tone
all/Kiss Woman Person Light Skin Tone Medium Light Skin Tone.svg,Kiss Woman Person Light Skin Tone Medium Light Skin Tone,👩🏼‍❤️‍💋‍🧑🏻,1F469-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FB,mapped,special: kiss (WOMAN PERSON)
all/Man Artist Dark Skin Tone.svg,Man Artist Dark Skin Tone,👨🏿‍🎨,1F468-1F3FF-200D-1F3A8,mapped,profession|fq-correction
all/Flag Oman.svg,Flag Oman,🇴🇲,1F1F4-1F1F2,mapped,flag
all/Woman Getting Massage Medium Skin Tone.svg,Woman Getting Massage Medium Skin Tone,💆🏽‍♀️,1F486-1F3FD-200D-2640-FE0F,mapped,auto-cldr-exact
all/Couple With Heart Man Medium Dark Skin Tone Man No Skin Tone.svg,Couple With Heart Man Medium Dark Skin Tone Man No Skin Tone,👨🏾‍❤️‍👨,1F468-1F3FE-200D-2764-FE0F-200D-1F468,mapped,special: couple-with-heart (MAN MAN)
all/Kiss Person Person Dark Skin Tone Medium Skin Tone.svg,Kiss Person Person Dark Skin Tone Medium Skin Tone,🧑🏿‍❤️‍💋‍🧑🏽,1F9D1-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FD,mapped,lookup+tone|fq-correction
all/Locked.svg,Locked,🔒,1F512,mapped,auto-cldr-exact
all/Mouse.svg,Mouse,🐁,1F401,mapped,lookup
all/Woman In Motorized Wheelchair Medium Light Skin Tone.svg,Woman In Motorized Wheelchair Medium Light Skin Tone,👩🏼‍🦼,1F469-1F3FC-200D-1F9BC,mapped,auto-cldr-exact
all/Clapping Hands.svg,Clapping Hands,👏,1F44F,mapped,gesture
all/Couple With Heart Person Person Medium Light Skin Tone Light Skin Tone.svg,Couple With Heart Person Person Medium Light Skin Tone Light Skin Tone,🧑🏼‍❤️‍🧑🏻,1F9D1-1F3FC-200D-2764-FE0F-200D-1F9D1-1F3FB,mapped,lookup+tone|fq-correction
all/Screwdriver.svg,Screwdriver,🪛,1FA9B,mapped,lookup
all/Family Man Woman Boy.svg,Family Man Woman Boy,👨‍👩‍👦,1F468-200D-1F469-200D-1F466,mapped,special: family (MAN WOMAN BOY)
all/Kiss Man Person No Skin Tone Medium Skin Tone.svg,Kiss Man Person No Skin Tone Medium Skin Tone,👨🏽‍❤️‍💋‍🧑,1F468-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F9D1,mapped,special: kiss (MAN PERSON)
all/Man Firefighter Medium Light Skin Tone.svg,Man Firefighter Medium Light Skin Tone,👨🏼‍🚒,1F468-1F3FC-200D-1F692,mapped,profession|fq-correction
all/Raising Hands Medium Light Skin Tone.svg,Raising Hands Medium Light Skin Tone,🙌🏼,1F64C-1F3FC,mapped,auto-cldr-exact
all/Crossed Fingers Medium Dark Skin Tone.svg,Crossed Fingers Medium Dark Skin Tone,🤞🏾,1F91E-1F3FE,mapped,gesture
all/Couple With Heart Woman Man Medium Light Skin Tone.svg,Couple With Heart Woman Man Medium Light Skin Tone,👩🏼‍❤️‍👨🏼,1F469-1F3FC-200D-2764-FE0F-200D-1F468-1F3FC,mapped,special: couple-with-heart (WOMAN MAN)|fq-correction
