file_path,detected_name,unicode_sequence,codepoints_hex,status,method
all/Woman Raising Hand Light Skin Tone.svg,Woman Raising Hand Light Skin Tone,🙋🏻‍♀️,1F64B-1F3FB-200D-2640-FE0F,mapped,auto-cldr-exact
all/Leg Medium Skin Tone.svg,Leg Medium Skin Tone,🦵🏽,1F9B5-1F3FD,mapped,lookup+tone
all/Old Woman Medium Dark Skin Tone.svg,Old Woman Medium Dark Skin Tone,👵🏾,1F475-1F3FE,mapped,auto-cldr-exact
all/Biohazard.svg,Biohazard,☣️,2623-FE0F,mapped,2-3-4|fq-correction
all/Couple With Heart Man Person Medium Skin Tone Medium Dark Skin Tone.svg,Couple With Heart Man Person Medium Skin Tone Medium Dark Skin Tone,👨🏾‍❤️‍🧑🏽,1F468-1F3FE-200D-2764-FE0F-200D-1F9D1-1F3FD,mapped,special: couple-with-heart (MAN PERSON)
all/Woman Getting Massage Medium Light Skin Tone.svg,Woman Getting Massage Medium Light Skin Tone,💆🏼‍♀️,1F486-1F3FC-200D-2640-FE0F,mapped,auto-cldr-exact
all/Woman Mountain Biking Medium Dark Skin Tone.svg,Woman Mountain Biking Medium Dark Skin Tone,🚵🏾‍♀️,1F6B5-1F3FE-200D-2640-FE0F,mapped,activity-person|fq-correction
all/Rice Ball.svg,Rice Ball,🍙,1F359,mapped,lookup
all/Man Factory Worker.svg,Man Factory Worker,👨‍🏭,1F468-200D-1F3ED,mapped,translation-pass
all/Factory Worker Dark Skin Tone.svg,Factory Worker Dark Skin Tone,🧑🏿‍🏭,1F9D1-1F3FF-200D-1F3ED,mapped,translation-pass
all/Flag South Sudan.svg,Flag South Sudan,🇸🇸,1F1F8-1F1F8,mapped,flag
all/Woman Singer Medium Dark Skin Tone.svg,Woman Singer Medium Dark Skin Tone,👩🏾‍🎤,1F469-1F3FE-200D-1F3A4,mapped,profession|fq-correction
all/Person Kneeling Light Skin Tone.svg,Person Kneeling Light Skin Tone,🧎🏻,1F9CE-1F3FB,mapped,activity-person
all/Person Kneeling Medium Light Skin Tone.svg,Person Kneeling Medium Light Skin Tone,🧎🏼,1F9CE-1F3FC,mapped,activity-person
all/Full Moon.svg,Full Moon,🌕,1F315,mapped,alias2
all/Woman Frowning Medium Skin Tone.svg,Woman Frowning Medium Skin Tone,🙍🏽‍♀️,1F64D-1F3FD-200D-2640-FE0F,mapped,auto-cldr-exact
all/Factory.svg,Factory,🏭,1F3ED,mapped,lookup
all/Plunger.svg,Plunger,🪠,1FAA0,mapped,lookup
all/Soon Arrow.svg,Soon Arrow,🔜,1F51C,mapped,auto-cldr-exact
all/Kiss Woman Woman Medium Dark Skin Tone.svg,Kiss Woman Woman Medium Dark Skin Tone,👩🏾‍❤️‍💋‍👩🏾,1F469-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FE,mapped,lookup+tone+gender|fq-correction
all/Couple With Heart Man Light Skin Tone Woman Medium Light Skin Tone.svg,Couple With Heart Man Light Skin Tone Woman Medium Light Skin Tone,👨🏼‍❤️‍👩🏻,1F468-1F3FC-200D-2764-FE0F-200D-1F469-1F3FB,mapped,special: couple-with-heart (MAN WOMAN)
all/Man With Veil Medium Dark Skin Tone.svg,Man With Veil Medium Dark Skin Tone,👰🏾‍♂️,1F470-1F3FE-200D-2642-FE0F,mapped,translation-pass
all/Flexed Biceps.svg,Flexed Biceps,💪,1F4AA,mapped,lookup
all/Flag Grenada.svg,Flag Grenada,🇬🇩,1F1EC-1F1E9,mapped,flag
all/Kiss Woman Person Medium Skin Tone No Skin Tone.svg,Kiss Woman Person Medium Skin Tone No Skin Tone,👩🏽‍❤️‍💋‍🧑,1F469-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F9D1,mapped,special: kiss (WOMAN PERSON)
all/Woman Raising Hand Medium Light Skin Tone.svg,Woman Raising Hand Medium Light Skin Tone,🙋🏼‍♀️,1F64B-1F3FC-200D-2640-FE0F,mapped,auto-cldr-exact
all/Women Holding Hands Medium Dark Skin Tone Medium Skin Tone.svg,Women Holding Hands Medium Dark Skin Tone Medium Skin Tone,👩🏾‍🤝‍👩🏽,1F469-1F3FE-200D-1F91D-200D-1F469-1F3FD,mapped,translation-pass
all/Person In Suit Levitating Medium Dark Skin Tone.svg,Person In Suit Levitating Medium Dark Skin Tone,🕴🏾,1F574-1F3FE,mapped,auto-cldr-exact
all/Kiss Woman Woman Dark Skin Tone Medium Skin Tone.svg,Kiss Woman Woman Dark Skin Tone Medium Skin Tone,👩🏿‍❤️‍💋‍👩🏽,1F469-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FD,mapped,lookup+tone+gender|fq-correction
all/Kiss Woman Man Dark Skin Tone Medium Light Skin Tone.svg,Kiss Woman Man Dark Skin Tone Medium Light Skin Tone,👩🏿‍❤️‍💋‍👨🏼,1F469-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FC,mapped,special: kiss (WOMAN MAN)|fq-correction
all/Woman Scientist Medium Dark Skin Tone.svg,Woman Scientist Medium Dark Skin Tone,👩🏾‍🔬,1F469-1F3FE-200D-1F52C,mapped,profession|fq-correction
all/Elf Light Skin Tone.svg,Elf Light Skin Tone,🧝🏻,1F9DD-1F3FB,mapped,lookup+tone
all/Couple With Heart Woman Person No Skin Tone Dark Skin Tone.svg,Couple With Heart Woman Person No Skin Tone Dark Skin Tone,👩🏿‍❤️‍🧑,1F469-1F3FF-200D-2764-FE0F-200D-1F9D1,mapped,special: couple-with-heart (WOMAN PERSON)
all/Kiss Man Person Dark Skin Tone Medium Dark Skin Tone.svg,Kiss Man Person Dark Skin Tone Medium Dark Skin Tone,👨🏾‍❤️‍💋‍🧑🏿,1F468-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FF,mapped,special: kiss (MAN PERSON)
all/Woman Juggling.svg,Woman Juggling,🤹‍♀️,1F939-200D-2640-FE0F,mapped,lookup++gender
all/Unicorn.svg,Unicorn,🦄,1F984,mapped,auto-cldr-exact
all/Open Mailbox With Raised Flag.svg,Open Mailbox With Raised Flag,📬,1F4EC,mapped,lookup
all/Flag Bermuda.svg,Flag Bermuda,🇧🇲,1F1E7-1F1F2,mapped,flag
all/Woman Getting Haircut Dark Skin Tone.svg,Woman Getting Haircut Dark Skin Tone,💇🏿‍♀️,1F487-1F3FF-200D-2640-FE0F,mapped,auto-cldr-exact
all/Trophy.svg,Trophy,🏆,1F3C6,mapped,lookup
all/Vulcan Salute Medium Light Skin Tone.svg,Vulcan Salute Medium Light Skin Tone,🖖🏼,1F596-1F3FC,mapped,auto-cldr-exact
all/Woman With Veil Dark Skin Tone.svg,Woman With Veil Dark Skin Tone,👰🏿‍♀️,1F470-1F3FF-200D-2640-FE0F,mapped,translation-pass
all/Kiss Person Person No Skin Tone Medium Light Skin Tone.svg,Kiss Person Person No Skin Tone Medium Light Skin Tone,🧑🏼‍❤️‍💋‍🧑,1F9D1-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F9D1,mapped,special: kiss (PERSON PERSON)
all/Singer Light Skin Tone.svg,Singer Light Skin Tone,🧑🏻‍🎤,1F9D1-1F3FB-200D-1F3A4,mapped,profession|fq-correction
all/Japanese Passing Grade Button.svg,Japanese Passing Grade Button,🈴,1F234,mapped,auto-cldr-exact
all/Office Worker Medium Dark Skin Tone.svg,Office Worker Medium Dark Skin Tone,🧑🏾‍💼,1F9D1-1F3FE-200D-1F4BC,mapped,profession|fq-correction
all/Plus.svg,Plus,➕,2795,mapped,alias
all/Kiss Woman Woman Light Skin Tone Dark Skin Tone.svg,Kiss Woman Woman Light Skin Tone Dark Skin Tone,👩🏻‍❤️‍💋‍👩🏿,1F469-1F3FB-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FF,mapped,lookup+tone+gender|fq-correction
all/Kiss Man Person Medium Skin Tone Light Skin Tone.svg,Kiss Man Person Medium Skin Tone Light Skin Tone,👨🏽‍❤️‍💋‍🧑🏻,1F468-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FB,mapped,special: kiss (MAN PERSON)
all/Flag Norfolk Island.svg,Flag Norfolk Island,🇳🇫,1F1F3-1F1EB,mapped,flag
all/Cook Medium Dark Skin Tone.svg,Cook Medium Dark Skin Tone,🧑🏾‍🍳,1F9D1-1F3FE-200D-1F373,mapped,translation-pass
all/Sunflower.svg,Sunflower,🌻,1F33B,mapped,lookup
all/Woman Surfing Medium Light Skin Tone.svg,Woman Surfing Medium Light Skin Tone,🏄🏼‍♀️,1F3C4-1F3FC-200D-2640-FE0F,mapped,activity-person
all/Japanese Congratulations Button.svg,Japanese Congratulations Button,㊗️,3297-FE0F,mapped,auto-cldr-exact
all/Woman Wearing Turban Dark Skin Tone.svg,Woman Wearing Turban Dark Skin Tone,👳🏿‍♀️,1F473-1F3FF-200D-2640-FE0F,mapped,auto-cldr-exact
all/Man Juggling Light Skin Tone.svg,Man Juggling Light Skin Tone,🤹🏻‍♂️,1F939-1F3FB-200D-2642-FE0F,mapped,lookup+tone+gender
all/Bowling.svg,Bowling,🎳,1F3B3,mapped,lookup
all/Prohibited.svg,Prohibited,🚫,1F6AB,mapped,2-3-4
all/Reverse Button.svg,Reverse Button,◀️,25C0-FE0F,mapped,auto-cldr-exact
all/Down Right Arrow.svg,Down Right Arrow,↘️,2198-FE0F,mapped,arrows-shapes-transport|fq-correction
all/Seedling.svg,Seedling,🌱,1F331,mapped,lookup
all/Couple With Heart Person Woman Medium Light Skin Tone No Skin Tone.svg,Couple With Heart Person Woman Medium Light Skin Tone No Skin Tone,🧑🏼‍❤️‍👩,1F9D1-1F3FC-200D-2764-FE0F-200D-1F469,mapped,special: couple-with-heart (PERSON WOMAN)
all/Rabbit.svg,Rabbit,🐇,1F407,mapped,lookup
all/Man Mechanic.svg,Man Mechanic,👨‍🔧,1F468-200D-1F527,mapped,profession|fq-correction
all/Love You Gesture Dark Skin Tone.svg,Love You Gesture Dark Skin Tone,🤟🏿,1F91F-1F3FF,mapped,gesture
all/Backhand Index Pointing Right Medium Light Skin Tone.svg,Backhand Index Pointing Right Medium Light Skin Tone,👉🏼,1F449-1F3FC,mapped,gesture|fq-correction
all/Woman Walking Medium Dark Skin Tone.svg,Woman Walking Medium Dark Skin Tone,🚶🏾‍♀️,1F6B6-1F3FE-200D-2640-FE0F,mapped,lookup+tone+gender
all/Man Scientist Medium Light Skin Tone.svg,Man Scientist Medium Light Skin Tone,👨🏼‍🔬,1F468-1F3FC-200D-1F52C,mapped,profession|fq-correction
all/T Shirt.svg,T Shirt,👕,1F455,mapped,translation-pass
all/Sled.svg,Sled,🛷,1F6F7,mapped,lookup
all/Diving Mask.svg,Diving Mask,🤿,1F93F,mapped,lookup
all/Santa Claus Medium Light Skin Tone.svg,Santa Claus Medium Light Skin Tone,🎅🏼,1F385-1F3FC,mapped,auto-cldr-exact
all/Man Juggling Medium Light Skin Tone.svg,Man Juggling Medium Light Skin Tone,🤹🏼‍♂️,1F939-1F3FC-200D-2642-FE0F,mapped,lookup+tone+gender
all/Warning.svg,Warning,⚠️,26A0-FE0F,mapped,2-3-4|fq-correction
all/Rosette.svg,Rosette,🏵️,1F3F5-FE0F,mapped,lookup|fq-correction
all/Flag Anguilla.svg,Flag Anguilla,🇦🇮,1F1E6-1F1EE,mapped,flag
all/Ninja Dark Skin Tone.svg,Ninja Dark Skin Tone,🥷🏿,1F977-1F3FF,mapped,lookup+tone
all/Kiss Woman Man Medium Light Skin Tone.svg,Kiss Woman Man Medium Light Skin Tone,👩🏼‍❤️‍💋‍👨🏼,1F469-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FC,mapped,special: kiss (WOMAN MAN)|fq-correction
all/Tent.svg,Tent,⛺,26FA,mapped,lookup
all/Card Index Dividers.svg,Card Index Dividers,🗂️,1F5C2-FE0F,mapped,lookup|fq-correction
all/Boomerang.svg,Boomerang,🪃,1FA83,mapped,lookup
all/Older Person Medium Light Skin Tone.svg,Older Person Medium Light Skin Tone,🧓🏼,1F9D3-1F3FC,mapped,auto-cldr-exact
all/Kaaba.svg,Kaaba,🕋,1F54B,mapped,lookup
all/Women Holding Hands Medium Dark Skin Tone.svg,Women Holding Hands Medium Dark Skin Tone,👭🏾,1F46D-1F3FE,mapped,translation-pass|fq-correction
all/Person Dark Skin Tone.svg,Person Dark Skin Tone,🧑🏿,1F9D1-1F3FF,mapped,auto-cldr-exact
all/Person Medium Skin Tone White Hair.svg,Person Medium Skin Tone White Hair,🧑🏽‍🦳,1F9D1-1F3FD-200D-1F9B3,mapped,hair-attr
all/Whale.svg,Whale,🐋,1F40B,mapped,lookup
all/Roller Skate.svg,Roller Skate,🛼,1F6FC,mapped,lookup
all/Person In Tuxedo Medium Dark Skin Tone.svg,Person In Tuxedo Medium Dark Skin Tone,🤵🏾,1F935-1F3FE,mapped,translation-pass
all/Wheelchair Symbol.svg,Wheelchair Symbol,♿,267F,mapped,lookup
all/Couple With Heart Person Woman Medium Light Skin Tone.svg,Couple With Heart Person Woman Medium Light Skin Tone,🧑🏼‍❤️‍👩,1F9D1-1F3FC-200D-2764-FE0F-200D-1F469,mapped,special: couple-with-heart (PERSON WOMAN)
all/Man Getting Massage Dark Skin Tone.svg,Man Getting Massage Dark Skin Tone,💆🏿‍♂️,1F486-1F3FF-200D-2642-FE0F,mapped,auto-cldr-exact
all/Custard.svg,Custard,🍮,1F36E,mapped,lookup
all/Person Bouncing Ball Medium Skin Tone.svg,Person Bouncing Ball Medium Skin Tone,⛹🏽,26F9-1F3FD,mapped,activity-person
all/Hospital.svg,Hospital,🏥,1F3E5,mapped,lookup
all/Man Golfing Light Skin Tone.svg,Man Golfing Light Skin Tone,🏌🏻‍♂️,1F3CC-1F3FB-200D-2642-FE0F,mapped,activity-person
all/Man Farmer Light Skin Tone.svg,Man Farmer Light Skin Tone,👨🏻‍🌾,1F468-1F3FB-200D-1F33E,mapped,profession|fq-correction
all/Tamale.svg,Tamale,🫔,1FAD4,mapped,lookup
all/Man In Motorized Wheelchair.svg,Man In Motorized Wheelchair,👨‍🦼,1F468-200D-1F9BC,mapped,auto-cldr-exact
all/Person Medium Dark Skin Tone White Hair.svg,Person Medium Dark Skin Tone White Hair,🧑🏾‍🦳,1F9D1-1F3FE-200D-1F9B3,mapped,hair-attr
all/Rabbit Face.svg,Rabbit Face,🐰,1F430,mapped,lookup
all/Person With Skullcap Medium Skin Tone.svg,Person With Skullcap Medium Skin Tone,👲🏽,1F472-1F3FD,mapped,auto-cldr-exact
all/Lab Coat.svg,Lab Coat,🥼,1F97C,mapped,lookup
all/Man Walking Medium Light Skin Tone.svg,Man Walking Medium Light Skin Tone,🚶🏼‍♂️,1F6B6-1F3FC-200D-2642-FE0F,mapped,lookup+tone+gender
all/Woman In Lotus Position Light Skin Tone.svg,Woman In Lotus Position Light Skin Tone,🧘🏻‍♀️,1F9D8-1F3FB-200D-2640-FE0F,mapped,activity-person
all/No Smoking.svg,No Smoking,🚭,1F6AD,mapped,2-3-4
all/Pensive Face.svg,Pensive Face,😔,1F614,mapped,lookup
all/Poodle.svg,Poodle,🐩,1F429,mapped,lookup
all/Couple With Heart Person Woman Light Skin Tone Medium Light Skin Tone.svg,Couple With Heart Person Woman Light Skin Tone Medium Light Skin Tone,🧑🏼‍❤️‍👩🏻,1F9D1-1F3FC-200D-2764-FE0F-200D-1F469-1F3FB,mapped,special: couple-with-heart (PERSON WOMAN)
all/Kiss Woman Medium Skin Tone Man No Skin Tone.svg,Kiss Woman Medium Skin Tone Man No Skin Tone,👩🏽‍❤️‍💋‍👨,1F469-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F468,mapped,special: kiss (WOMAN MAN)
all/Kissing Face With Smiling Eyes.svg,Kissing Face With Smiling Eyes,😙,1F619,mapped,lookup
all/Pisces.svg,Pisces,♓,2653,mapped,lookup
all/Person White Hair.svg,Person White Hair,🧑‍🦳,1F9D1-200D-1F9B3,mapped,hair-attr
all/Person Wearing Turban Medium Dark Skin Tone.svg,Person Wearing Turban Medium Dark Skin Tone,👳🏾,1F473-1F3FE,mapped,auto-cldr-exact
all/Sign Of The Horns.svg,Sign Of The Horns,🤘,1F918,mapped,lookup
all/Kiss Medium Dark Skin Tone.svg,Kiss Medium Dark Skin Tone,💏🏾,1F48F-1F3FE,mapped,lookup+tone
all/Woman Artist Dark Skin Tone.svg,Woman Artist Dark Skin Tone,👩🏿‍🎨,1F469-1F3FF-200D-1F3A8,mapped,profession|fq-correction
all/Superhero Medium Dark Skin Tone.svg,Superhero Medium Dark Skin Tone,🦸🏾,1F9B8-1F3FE,mapped,lookup+tone
all/Man Technologist.svg,Man Technologist,👨‍💻,1F468-200D-1F4BB,mapped,translation-pass
all/Dodo.svg,Dodo,🦤,1F9A4,mapped,lookup
all/Man Scientist Medium Skin Tone.svg,Man Scientist Medium Skin Tone,👨🏽‍🔬,1F468-1F3FD-200D-1F52C,mapped,profession|fq-correction
all/Couple With Heart Woman Person Medium Dark Skin Tone Dark Skin Tone.svg,Couple With Heart Woman Person Medium Dark Skin Tone Dark Skin Tone,👩🏾‍❤️‍🧑🏿,1F469-1F3FE-200D-2764-FE0F-200D-1F9D1-1F3FF,mapped,special: couple-with-heart (WOMAN PERSON)
all/Couple With Heart Person Man Dark Skin Tone Light Skin Tone.svg,Couple With Heart Person Man Dark Skin Tone Light Skin Tone,🧑🏻‍❤️‍👨🏿,1F9D1-1F3FB-200D-2764-FE0F-200D-1F468-1F3FF,mapped,special: couple-with-heart (PERSON MAN)
all/Mushroom.svg,Mushroom,🍄,1F344,mapped,lookup
all/Couple With Heart Person Man Medium Dark Skin Tone Light Skin Tone.svg,Couple With Heart Person Man Medium Dark Skin Tone Light Skin Tone,🧑🏾‍❤️‍👨🏻,1F9D1-1F3FE-200D-2764-FE0F-200D-1F468-1F3FB,mapped,special: couple-with-heart (PERSON MAN)
all/Flag Caribbean Netherlands.svg,Flag Caribbean Netherlands,🇧🇶,1F1E7-1F1F6,mapped,flag
all/Woman And Man Holding Hands Medium Skin Tone Dark Skin Tone.svg,Woman And Man Holding Hands Medium Skin Tone Dark Skin Tone,👩🏽‍🤝‍👨🏿,1F469-1F3FD-200D-1F91D-200D-1F468-1F3FF,mapped,translation-pass
all/Man Golfing Dark Skin Tone.svg,Man Golfing Dark Skin Tone,🏌🏿‍♂️,1F3CC-1F3FF-200D-2642-FE0F,mapped,activity-person
all/Flexed Biceps Dark Skin Tone.svg,Flexed Biceps Dark Skin Tone,💪🏿,1F4AA-1F3FF,mapped,lookup+tone
all/Up Down Arrow.svg,Up Down Arrow,↕️,2195-FE0F,mapped,lookup|fq-correction
all/Kiss Man Person Medium Dark Skin Tone Light Skin Tone.svg,Kiss Man Person Medium Dark Skin Tone Light Skin Tone,👨🏾‍❤️‍💋‍🧑🏻,1F468-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FB,mapped,special: kiss (MAN PERSON)
all/Man Pouting Light Skin Tone.svg,Man Pouting Light Skin Tone,🙎🏻‍♂️,1F64E-1F3FB-200D-2642-FE0F,mapped,auto-cldr-exact
all/Grimacing Face.svg,Grimacing Face,😬,1F62C,mapped,lookup
all/Last Quarter Moon.svg,Last Quarter Moon,🌗,1F317,mapped,lookup|fq-correction
all/Man Feeding Baby Medium Light Skin Tone.svg,Man Feeding Baby Medium Light Skin Tone,👨🏼‍🍼,1F468-1F3FC-200D-1F37C,mapped,auto-cldr-exact
all/Horse.svg,Horse,🐎,1F40E,mapped,lookup
all/Kiss Person Person Medium Light Skin Tone Dark Skin Tone.svg,Kiss Person Person Medium Light Skin Tone Dark Skin Tone,🧑🏼‍❤️‍💋‍🧑🏿,1F9D1-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FF,mapped,lookup+tone|fq-correction
all/Kiss Woman Man Medium Skin Tone Medium Light Skin Tone.svg,Kiss Woman Man Medium Skin Tone Medium Light Skin Tone,👩🏽‍❤️‍💋‍👨🏼,1F469-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FC,mapped,special: kiss (WOMAN MAN)|fq-correction
all/Family Man Man Boy Boy.svg,Family Man Man Boy Boy,👨‍👨‍👦‍👦,1F468-200D-1F468-200D-1F466-200D-1F466,mapped,special: family (MAN MAN BOY BOY)
all/Family Woman Woman Boy.svg,Family Woman Woman Boy,👩‍👩‍👦,1F469-200D-1F469-200D-1F466,mapped,special: family (WOMAN WOMAN BOY)
all/Flag British Virgin Islands.svg,Flag British Virgin Islands,🇻🇬,1F1FB-1F1EC,mapped,flag
all/Bottle With Popping Cork.svg,Bottle With Popping Cork,🍾,1F37E,mapped,lookup
all/Person With Headscarf Dark Skin Tone.svg,Person With Headscarf Dark Skin Tone,🧕🏿,1F9D5-1F3FF,mapped,auto-cldr-exact
all/Couple With Heart Woman Woman Medium Dark Skin Tone Dark Skin Tone.svg,Couple With Heart Woman Woman Medium Dark Skin Tone Dark Skin Tone,👩🏾‍❤️‍👩🏿,1F469-1F3FE-200D-2764-FE0F-200D-1F469-1F3FF,mapped,lookup+tone+gender|fq-correction
all/Flying Saucer.svg,Flying Saucer,🛸,1F6F8,mapped,lookup
all/Woman Walking Dark Skin Tone.svg,Woman Walking Dark Skin Tone,🚶🏿‍♀️,1F6B6-1F3FF-200D-2640-FE0F,mapped,lookup+tone+gender
all/Watch.svg,Watch,⌚,231A,mapped,lookup
all/Men Holding Hands Medium Light Skin Tone Medium Skin Tone.svg,Men Holding Hands Medium Light Skin Tone Medium Skin Tone,👨🏼‍🤝‍👨🏽,1F468-1F3FC-200D-1F91D-200D-1F468-1F3FD,mapped,translation-pass
all/Person In Steamy Room Light Skin Tone.svg,Person In Steamy Room Light Skin Tone,🧖🏻,1F9D6-1F3FB,mapped,translation-pass
all/Kiss Man No Skin Tone Woman Medium Light Skin Tone.svg,Kiss Man No Skin Tone Woman Medium Light Skin Tone,👨🏼‍❤️‍💋‍👩,1F468-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F469,mapped,special: kiss (MAN WOMAN)
all/Person Shrugging Medium Light Skin Tone.svg,Person Shrugging Medium Light Skin Tone,🤷🏼,1F937-1F3FC,mapped,auto-cldr-exact
all/Man Dark Skin Tone.svg,Man Dark Skin Tone,👨🏿,1F468-1F3FF,mapped,auto-cldr-exact
all/Deaf Man Medium Dark Skin Tone.svg,Deaf Man Medium Dark Skin Tone,🧏🏾‍♂️,1F9CF-1F3FE-200D-2642-FE0F,mapped,auto-cldr-exact
all/Flag Aruba.svg,Flag Aruba,🇦🇼,1F1E6-1F1FC,mapped,flag
all/Man Judge.svg,Man Judge,👨‍⚖️,1F468-200D-2696-FE0F,mapped,profession
all/Construction Worker Dark Skin Tone.svg,Construction Worker Dark Skin Tone,👷🏿,1F477-1F3FF,mapped,lookup+tone
all/Four Oclock.svg,Four O'Clock,🕓,1F553,mapped,numbers
all/Flag Switzerland.svg,Flag Switzerland,🇨🇭,1F1E8-1F1ED,mapped,flag
all/Woman And Man Holding Hands Light Skin Tone Dark Skin Tone.svg,Woman And Man Holding Hands Light Skin Tone Dark Skin Tone,👩🏻‍🤝‍👨🏿,1F469-1F3FB-200D-1F91D-200D-1F468-1F3FF,mapped,translation-pass
all/Woman Elf.svg,Woman Elf,🧝‍♀️,1F9DD-200D-2640-FE0F,mapped,lookup++gender
all/Man Dark Skin Tone Blond Hair.svg,Man Dark Skin Tone Blond Hair,👱🏿‍♂️,1F471-1F3FF-200D-2642-FE0F,mapped,auto-cldr-exact
all/Man Detective Dark Skin Tone.svg,Man Detective Dark Skin Tone,🕵🏿‍♂️,1F575-1F3FF-200D-2642-FE0F,mapped,auto-cldr-exact
all/Couple With Heart Woman Person Medium Skin Tone Dark Skin Tone.svg,Couple With Heart Woman Person Medium Skin Tone Dark Skin Tone,👩🏽‍❤️‍🧑🏿,1F469-1F3FD-200D-2764-FE0F-200D-1F9D1-1F3FF,mapped,special: couple-with-heart (WOMAN PERSON)
all/Snowboarder.svg,Snowboarder,🏂,1F3C2,mapped,lookup
all/Woman With Veil Medium Skin Tone.svg,Woman With Veil Medium Skin Tone,👰🏽‍♀️,1F470-1F3FD-200D-2640-FE0F,mapped,translation-pass
all/Woman Health Worker Medium Light Skin Tone.svg,Woman Health Worker Medium Light Skin Tone,👩🏼‍⚕️,1F469-1F3FC-200D-2695-FE0F,mapped,translation-pass
all/Woman Judge.svg,Woman Judge,👩‍⚖️,1F469-200D-2696-FE0F,mapped,profession
all/Man In Motorized Wheelchair Dark Skin Tone.svg,Man In Motorized Wheelchair Dark Skin Tone,👨🏿‍🦼,1F468-1F3FF-200D-1F9BC,mapped,auto-cldr-exact
all/Flag Guinea.svg,Flag Guinea,🇬🇳,1F1EC-1F1F3,mapped,flag
all/Princess Medium Dark Skin Tone.svg,Princess Medium Dark Skin Tone,👸🏾,1F478-1F3FE,mapped,lookup+tone
all/Flag Antigua Barbuda.svg,Flag Antigua Barbuda,🇦🇬,1F1E6-1F1EC,mapped,flag
all/Flag Guadeloupe.svg,Flag Guadeloupe,🇬🇵,1F1EC-1F1F5,mapped,flag
all/Popcorn.svg,Popcorn,🍿,1F37F,mapped,lookup
all/Ear With Hearing Aid Dark Skin Tone.svg,Ear With Hearing Aid Dark Skin Tone,🦻🏿,1F9BB-1F3FF,mapped,lookup+tone
all/Couple With Heart Man Man Medium Dark Skin Tone Dark Skin Tone.svg,Couple With Heart Man Man Medium Dark Skin Tone Dark Skin Tone,👨🏾‍❤️‍👨🏿,1F468-1F3FE-200D-2764-FE0F-200D-1F468-1F3FF,mapped,lookup+tone+gender|fq-correction
all/Woman Construction Worker Medium Light Skin Tone.svg,Woman Construction Worker Medium Light Skin Tone,👷🏼‍♀️,1F477-1F3FC-200D-2640-FE0F,mapped,lookup+tone+gender
all/Flag Tajikistan.svg,Flag Tajikistan,🇹🇯,1F1F9-1F1EF,mapped,flag
all/Man Swimming Dark Skin Tone.svg,Man Swimming Dark Skin Tone,🏊🏿‍♂️,1F3CA-1F3FF-200D-2642-FE0F,mapped,activity-person
all/Martial Arts Uniform.svg,Martial Arts Uniform,🥋,1F94B,mapped,lookup
all/Man Elf Light Skin Tone.svg,Man Elf Light Skin Tone,🧝🏻‍♂️,1F9DD-1F3FB-200D-2642-FE0F,mapped,lookup+tone+gender
all/Suspension Railway.svg,Suspension Railway,🚟,1F69F,mapped,lookup
all/Flag Kyrgyzstan.svg,Flag Kyrgyzstan,🇰🇬,1F1F0-1F1EC,mapped,flag
all/Couple With Heart Person Woman Medium Dark Skin Tone Dark Skin Tone.svg,Couple With Heart Person Woman Medium Dark Skin Tone Dark Skin Tone,🧑🏾‍❤️‍👩🏿,1F9D1-1F3FE-200D-2764-FE0F-200D-1F469-1F3FF,mapped,special: couple-with-heart (PERSON WOMAN)
all/Kiss Man Woman.svg,Kiss Man Woman,👨‍❤️‍💋‍👩,1F468-200D-2764-FE0F-200D-1F48B-200D-1F469,mapped,special: kiss (MAN WOMAN)
all/Man Pilot Medium Dark Skin Tone.svg,Man Pilot Medium Dark Skin Tone,👨🏾‍✈️,1F468-1F3FE-200D-2708-FE0F,mapped,profession
all/Duck.svg,Duck,🦆,1F986,mapped,lookup
all/Parrot.svg,Parrot,🦜,1F99C,mapped,lookup
all/Camera With Flash.svg,Camera With Flash,📸,1F4F8,mapped,lookup
all/Chart Increasing.svg,Chart Increasing,📈,1F4C8,mapped,auto-cldr-exact
all/Person With White Cane Light Skin Tone.svg,Person With White Cane Light Skin Tone,🧑🏻‍🦯,1F9D1-1F3FB-200D-1F9AF,mapped,auto-cldr-exact
all/Dog.svg,Dog,🐕,1F415,mapped,lookup
all/Flag Ecuador.svg,Flag Ecuador,🇪🇨,1F1EA-1F1E8,mapped,flag
